id,name,strDrinkAlternate,strCategory,strArea,strMealThumb,strYoutube,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strIngredient16,strIngredient17,strIngredient18,strIngredient19,strIngredient20,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strMeasure16,strMeasure17,strMeasure18,strMeasure19,strMeasure20,strSource
52908,Ratatouille,,Vegetarian,French,https://www.themealdb.com/images/media/meals/wrpwuu1511786491.jpg,https://www.youtube.com/watch?v=BFdQUgAFtGU,Aubergine,Courgettes,Yellow Pepper,Tomato,Olive Oil,Basil,Onion,Garlic Clove,Red Wine Vinegar,Sugar,,,,,,,,,,,2 large,4,2,4 large,5 tbs,Bunch,1 medium,3 finely chopped,1 tsp ,1 tsp ,,,,,,,,,,,https://www.bbcgoodfood.com/recipes/2903/ratatouille
52811,Ribollita,,Vegetarian,Italian,https://www.themealdb.com/images/media/meals/xrrwpx1487347049.jpg,https://www.youtube.com/watch?v=BiQUYTBb6eQ,Olive Oil,Onion,Carrot,Celery,Garlic,Cannellini Beans,Canned tomatoes,Water,Rosemary,Thyme,Kale,Wholegrain Bread,Red Onion,Parmesan,,,,,,,5 tablespoons,1 chopped,1 chopped,1 stalk chopped,1 tablespoon minced,2 cups,1,4 cups,1 fresh sprig,1 fresh sprig,1 pound chopped,4 thick slices,1 thinly sliced,½ cup freshly grated,,,,,,,https://cooking.nytimes.com/recipes/1016052-ribollita
52816,"Roasted Eggplant With Tahini, Pine Nuts, and Lentils",,Vegetarian,American,https://www.themealdb.com/images/media/meals/ysqrus1487425681.jpg,https://www.youtube.com/watch?v=HkywCtna9t0,Olive Oil,Carrots,Celery,Onion,Garlic,Brown Lentils,Bay Leaves,Water,Salt,Apple Cider Vinegar,Pepper,Egg Plants,Rosemary,Pine nuts,Parsley,,,,,,2 tablespoons,2 small cut into chunks,2 small stalks,1 medium finely diced,6 medium cloves sliced,12 ounces (340g),2,4 cups,Pinch,2 teaspoons (10ml),Pinch,2 large,4 sprigs,1/4 cup ,2 tablespoons,,,,,,http://www.seriouseats.com/recipes/2016/03/roasted-eggplant-tahini-pine-nut-lentil-vegan-experience-recipe.html
52963,Shakshuka,,Vegetarian,Egyptian,https://www.themealdb.com/images/media/meals/g373701551450225.jpg,https://www.youtube.com/watch?v=C-3_jYrfdBU,Olive Oil,Red Onions,Red Chilli,Garlic,Coriander,Cherry Tomatoes,Caster Sugar,Eggs,Feta,,,,,,,,,,,,1 tbs,2 chopped,1 finely chopped ,1 clove,Chopped,800g,1 tbs,4,Spinkling, , , , , , , , , , , ,https://www.bbcgoodfood.com/recipes/7573/spicy-tomato-baked-eggs
52784,Smoky Lentil Chili with Squash,,Vegetarian,British,https://www.themealdb.com/images/media/meals/uwxqwy1483389553.jpg,https://www.youtube.com/watch?v=pKmqawK2Tqs,Olive Oil,Onion,Leek,Garlic,Cumin,Coriander,Smoked Paprika,Cinnamon,Chili Powder,Cocoa,Dried Oregano,Diced Tomatoes,Water,Carrots,Brown Lentils,Sea Salt,Squash,Cashews,Apple Cider Vinegar,,1 tbls,1,1 chopped,3 cloves,4 tsp ground ,2 tsp ground,1 tsp,1/2 tsp,1 tsp,1 tsp,1/2 tsp,1 can,3 cups,3 chopped,1 1/2 cups,1 tsp,1 Small,1 Cup,1 tsp,,http://www.wholeheartedeats.com/2016/11/smoky-lentil-chili-squash/
52872,Spanish Tortilla,,Vegetarian,Spanish,https://www.themealdb.com/images/media/meals/quuxsx1511476154.jpg,https://www.youtube.com/watch?v=JceGMNG7rpU,Onion,Olive Oil,Butter,Potatoes,Garlic,Eggs,Parsley,Baguette,Vine Tomatoes,Olive Oil,,,,,,,,,,,1 sliced,4 tbsp,25g,400g,6 cloves,8,Handful,1,4,drizzle,,,,,,,,,,,https://www.bbcgoodfood.com/recipes/spanish-tortilla
52771,Spicy Arrabiata Penne,,Vegetarian,Italian,https://www.themealdb.com/images/media/meals/ustsqw1468250014.jpg,https://www.youtube.com/watch?v=1IszT_guI08,penne rigate,olive oil,garlic,chopped tomatoes,red chile flakes,italian seasoning,basil,Parmigiano-Reggiano,,,,,,,,,,,,,1 pound,1/4 cup,3 cloves,1 tin ,1/2 teaspoon,1/2 teaspoon,6 leaves,spinkling,,,,,,,,,,,,,
52797,Spicy North African Potato Salad,,Vegetarian,Moroccan,https://www.themealdb.com/images/media/meals/urtwux1486983078.jpg,https://www.youtube.com/watch?v=zxBzwJvTK4g,Small Potatoes,Harissa Spice,olive oil,Lemon,Spring onions,Rocket,Feta,Mint,Pine nuts,Salt,Pepper,,,,,,,,,,650g/1lb 8 oz,1 tsp,2 tsp,juice of half,4,150g/6oz,80g/3oz,20 chopped,2 tablespoons,Pinch,Pinch,,,,,,,,,,
52849,Spinach & Ricotta Cannelloni,,Vegetarian,Italian,https://www.themealdb.com/images/media/meals/wspuvp1511303478.jpg,https://www.youtube.com/watch?v=rYGaEJjyLQA,Olive Oil,Garlic,Caster Sugar,Red Wine Vinegar,Chopped Tomatoes,Basil Leaves,Mascarpone,Milk,Parmesan,Mozzarella,Spinach,Parmesan,Ricotta,Nutmeg,Cannellini Beans,,,,,,3 tbsp,8 cloves chopped,3 tbsp,2 tblsp ,3 400g Cans,Bunch,2 tubs,3 tbsp,85g,2 sliced,1kg,100g ,3 tubs,pinch,400g,,,,,,https://www.bbcgoodfood.com/recipes/531632/spinach-and-ricotta-cannelloni
52866,Squash linguine,,Vegetarian,Italian,https://www.themealdb.com/images/media/meals/wxswxy1511452625.jpg,https://www.youtube.com/watch?v=xHZ-PoGwTLQ,Butternut Squash,Garlic,Olive Oil,Linguine Pasta,Sage,,,,,,,,,,,,,,,,350g,3 parts ,3 tbs,350g,Small bunch,,,,,,,,,,,,,,,,https://www.bbcgoodfood.com/recipes/creamy-squash-linguine
52817,"Stovetop Eggplant With Harissa, Chickpeas, and Cumin Yogurt",,Vegetarian,American,https://www.themealdb.com/images/media/meals/yqwtvu1487426027.jpg,https://www.youtube.com/watch?v=uYB-1xJp4lg,Olive Oil,Egg Plants,Harissa,Chickpeas,Cherry Tomatoes,Greek yogurt,Ground cumin,Parsley,,,,,,,,,,,,,4 tablespoons,6 small,½ tablespoon,1 can,2 cups halved,1 1/2 cups,1 tablespoon,½ cup ,,,,,,,,,,,,,http://www.seriouseats.com/2014/09/one-pot-wonders-stovetop-eggplant-harissa-chickpeas-cumin.html
52911,Summer Pistou,,Vegetarian,French,https://www.themealdb.com/images/media/meals/rqtxvr1511792990.jpg,https://www.youtube.com/watch?v=fyeqZJKEXp0,Rapeseed Oil,Leek,Courgettes,Vegetable Stock,Cannellini Beans,Green Beans,Tomatoes,Garlic Clove,Basil,Parmesan,,,,,,,,,,,1 tbs,2 finely chopped,1 large,1L,400g,200g,3 chopped,3 chopped,Small pack,40g,,,,,,,,,,,https://www.bbcgoodfood.com/recipes/summer-pistou
52869,Tahini Lentils,,Vegetarian,Moroccan,https://www.themealdb.com/images/media/meals/vpxyqt1511464175.jpg,https://www.youtube.com/watch?v=8kRlmz8pW0I,Tahini,Lemon,Olive Oil,Red Onions,Garlic,Yellow Pepper,Green Beans,Courgettes,Kale,Lentils,,,,,,,,,,,50g,zest and juice of 1,2 tblsp ,1 chopped,1 clove peeled crushed,1 thinly sliced,200g,1 sliced,100g shredded,250g pack,,,,,,,,,,,https://www.bbcgoodfood.com/recipes/veggie-tahini-lentils
52863,Vegetarian Casserole,,Vegetarian,British,https://www.themealdb.com/images/media/meals/vptwyt1511450962.jpg,https://www.youtube.com/watch?v=oHmKE9mWtWM,Rapeseed Oil,Onion,Garlic,Paprika,Cumin,Thyme,Carrots,Celery,Red Pepper,Yellow Pepper,Tomato,Vegetable Stock Cube,Courgettes,Thyme,Lentils,,,,,,1,1,3 cloves,1 tsp ,½ tsp,1 tblsp ,3 Medium,2 small stalks,1,1,2 x 400g tins,250ml,2 sliced,2 sprigs,250g,,,,,,https://www.bbcgoodfood.com/recipes/1993645/vegetarian-casserole
52867,Vegetarian Chilli,,Vegetarian,British,https://www.themealdb.com/images/media/meals/wqurxy1511453156.jpg,https://www.youtube.com/watch?v=D0bFRVH_EqU,Roasted Vegetables,Kidney Beans,Chopped Tomatoes,Mixed Grain,,,,,,,,,,,,,,,,,400g,1 can ,1 can ,1 Packet,,,,,,,,,,,,,,,,,https://www.bbcgoodfood.com/recipes/veggie-chilli
52871,Yaki Udon,,Vegetarian,Japanese,https://www.themealdb.com/images/media/meals/wrustq1511475474.jpg,https://www.youtube.com/watch?v=5Iy0MCowSvA,Udon Noodles,Sesame Seed Oil,Onion,Cabbage,Shiitake Mushrooms,Spring Onions,Mirin,Soy Sauce,Caster Sugar,Worcestershire Sauce,,,,,,,,,,,250g,2 tbs,1 sliced,0.25,10,4,4 tbsp,2 tbs,1 tblsp ,1 tblsp ,,,,,,,,,,,https://www.bbcgoodfood.com/recipes/yaki-udon
